canonical_content_id,canonical_title,price_tier,primary_price,min_price,max_price,price_spread,price_status,listed_platforms,priced_platforms,platform_list,sales,gross,net,avg_net_per_sale,days_live,net_per_day,latest_7_net,mtd_net,ytd_net,launch_7_net_observed,launch_30_net_observed,first_offered_date,first_offered_confidence,mapping_status,c4s_sales,c4s_gross,c4s_net,curvage_sales,curvage_gross,curvage_net,manyvids_sales,manyvids_gross,manyvids_net,onlyfans_sales,onlyfans_gross,onlyfans_net,modelcentro_sales,modelcentro_gross,modelcentro_net,coverage_note
Video 0293,The Diet of a Gaining SSBBW,$27.99,27.99,27.99,27.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids, OnlyFans",26,727.73,558.17,21.47,87,6.42,,,199.9,,,2026-04-27,high,mapped,0,0.0,0.0,8,223.92,166.32,2,55.97,33.58,16,447.84,358.27,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0285,Greedy SSBBW Stuffs Whole Thanksgiving Dinner,$31.99,31.99,31.99,31.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids",41,1691.35,1246.35,30.4,234,5.33,47.58,71.37,1246.35,,,2025-12-01,high,mapped,0,0.0,0.0,39,1627.38,1207.97,2,63.97,38.38,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0277,Co-workers' Revenge: Cake Stuffing and Rapid Growth,$27.99,27.99,27.99,27.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids",42,1548.6,1133.24,26.98,367,3.09,20.79,79.16,1133.24,,,2025-07-21,high,mapped,0,0.0,0.0,38,1436.67,1066.08,4,111.93,67.16,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0292,Stuffed and Horny,$36.99,36.99,36.99,36.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,11,406.82,244.09,22.19,94,2.6,,22.19,244.09,,,2026-04-20,high,mapped,0,0.0,0.0,0,0.0,0.0,11,406.82,244.09,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0273,SSBBW Burps and Farts While Stuffing,$34.99,34.99,34.99,34.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids","C4S, ManyVids, Curvage","Curvage, ManyVids",15,709.12,501.51,33.43,463,1.08,26.04,99.11,501.51,,,2025-04-16,high,mapped,0,0.0,0.0,10,534.2,396.56,5,174.92,104.95,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0283,Dorothy Returns to Oz POV,$23.99,23.99,23.99,23.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids","ManyVids, OnlyFans",16,383.78,263.85,16.49,251,1.05,14.39,14.39,129.51,,,2025-11-14,high,mapped,0,0.0,0.0,0,0.0,0.0,9,215.85,129.51,7,167.93,134.34,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0286,Ex GF Got Fat - Holiday Hookup,$21.99,21.99,16.99,21.99,5.0,Price spread,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids",14,292.79,182.71,13.05,209,0.87,12.54,25.08,182.71,,,2025-12-26,high,mapped,0,0.0,0.0,3,50.97,37.62,11,241.82,145.09,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0279,SSBBW Squashes You Under Ass and Feet,$17.99,17.99,17.99,17.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids",7,348.4,253.32,36.19,348,0.73,,,253.32,,,2025-08-09,high,mapped,0,0.0,0.0,5,312.43,231.74,2,35.97,21.58,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0264,Boyfriend Gets Vored,$21.99,21.99,21.99,21.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids",13,360.13,260.89,20.07,577,0.45,13.19,13.19,260.89,,,2024-12-23,high,mapped,0,0.0,0.0,11,316.16,234.51,2,43.97,26.38,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0272,Stuffing Until I'm Stuck,$28.99,28.99,28.99,28.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",Curvage,7,227.36,168.74,24.11,468,0.36,21.54,21.54,168.74,,,2025-04-11,high,mapped,0,0.0,0.0,7,227.36,168.74,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0111,Stuffing My Face With Pizza,$14.99,14.99,14.99,14.99,0.0,Mostly aligned,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore","ManyVids, OnlyFans",25,902.74,719.2,28.77,2098,0.34,,,8.99,,,2020-10-24,high,mapped,0,0.0,0.0,0,0.0,0.0,1,14.98,8.99,24,887.76,710.21,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0270,After-Gym Stuffing,$19.99,19.99,19.99,19.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids",8,203.94,148.35,18.54,500,0.3,,,148.35,,,2025-03-10,high,mapped,0,0.0,0.0,7,183.96,136.36,1,19.98,11.99,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0282,Hungry Girlfriend Ignores You,$15.99,15.99,15.99,15.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids",7,111.9,73.73,10.53,278,0.27,,11.79,73.73,,,2025-10-18,high,mapped,0,0.0,0.0,3,47.97,35.37,4,63.93,38.36,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0246,Stuffing and Makeout POV,$24.99,24.99,24.99,24.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",Curvage,9,252.57,187.39,20.82,752,0.25,,,187.39,,,2024-07-01,high,mapped,0,0.0,0.0,9,252.57,187.39,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0263,Measurements and Weigh-In,$34.99,34.99,34.99,34.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Clips4Sale, Curvage",5,197.21,141.51,28.3,582,0.24,26.04,26.04,120.52,,,2024-12-18,high,mapped,1,34.98,20.99,4,162.23,120.52,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0259,SSBBW Smokes After Thanksgiving Stuffing,$29.99,29.99,29.99,29.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",Curvage,6,196.33,145.74,24.29,601,0.24,,22.29,145.74,,,2024-11-29,high,mapped,0,0.0,0.0,6,196.33,145.74,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0276,Neighbor Gets Bred,$20.99,20.99,20.99,20.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,7,146.88,88.13,12.59,408,0.22,12.59,12.59,88.13,,,2025-06-10,high,mapped,0,0.0,0.0,0,0.0,0.0,7,146.88,88.13,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0284,Therapist Turns You Into a Feeder Part 3,$29.99,29.99,29.99,29.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids",2,59.97,40.28,20.14,246,0.16,,17.99,40.28,,,2025-11-19,high,mapped,0,0.0,0.0,1,29.99,22.29,1,29.98,17.99,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0266,Wife Wants to Stop Gaining the Reboot,$21.99,21.99,21.99,21.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,6,131.9,79.14,13.19,518,0.15,,39.57,79.14,,,2025-02-20,high,mapped,0,0.0,0.0,0,0.0,0.0,6,131.9,79.14,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0255,Soda Chug and Burping,$24.99,24.99,24.99,24.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",Curvage,4,106.93,79.33,19.83,631,0.13,,18.54,79.33,,,2024-10-30,high,mapped,0,0.0,0.0,4,106.93,79.33,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0261,Mutual Gaining Fantasy,$24.99,24.99,24.99,24.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids",4,104.51,74.0,18.5,595,0.12,14.99,14.99,74.0,,,2024-12-05,high,mapped,0,0.0,0.0,3,79.53,59.01,1,24.98,14.99,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0254,SSBBW Ex Wants to Get Pregnant,$13.99,13.99,13.99,13.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,9,125.85,75.51,8.39,634,0.12,8.39,16.78,75.51,,,2024-10-27,high,mapped,0,0.0,0.0,0,0.0,0.0,9,125.85,75.51,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0252,Anniversary Fuck POV,$19.99,19.99,19.99,19.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,6,119.9,71.94,11.99,728,0.1,11.99,11.99,71.94,,,2024-07-25,high,mapped,0,0.0,0.0,0,0.0,0.0,6,119.9,71.94,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0248,Hotel Concierge Fucking POV,$17.99,17.99,17.99,17.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,7,125.88,75.53,10.79,743,0.1,,21.58,75.53,,,2024-07-10,high,mapped,0,0.0,0.0,0,0.0,0.0,7,125.88,75.53,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0204,Friends With Benefits,$16.99,16.99,14.99,16.99,2.0,Price spread,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore","ManyVids, ModelCentro",8,127.89,81.2,10.15,978,0.08,,20.22,81.2,,,2023-11-18,high,mapped,0,0.0,0.0,0,0.0,0.0,4,67.93,40.76,0,0.0,0.0,4,59.96,40.44,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0280,Pantyhose Pussy Licking and Toe Sucking,$21.99,21.99,21.99,21.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,2,43.97,26.38,13.19,341,0.08,,,26.38,,,2025-08-16,high,mapped,0,0.0,0.0,0,0.0,0.0,2,43.97,26.38,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0219,Horny SSBBW Succubus Grows for Your Cum POV,$18.99,18.99,14.99,18.99,4.0,Price spread,"Clips4Sale, Curvage, ManyVids","C4S, ManyVids, Curvage",Curvage,4,80.21,59.43,14.86,865,0.07,,,59.43,,,2024-03-10,high,mapped,0,0.0,0.0,4,80.21,59.43,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0238,Fucking My Creamy Fat Pussy,$14.99,14.99,11.99,14.99,3.0,Price spread,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,8,95.87,57.52,7.19,801,0.07,,,57.52,,,2024-05-13,high,mapped,0,0.0,0.0,0,0.0,0.0,8,95.87,57.52,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0229,Squirting on the First Date,$26.99,26.99,21.99,26.99,5.0,Price spread,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids","Clips4Sale, ManyVids",4,92.93,55.76,13.94,834,0.07,,,39.57,,,2024-04-10,high,mapped,1,26.98,16.19,0,0.0,0.0,3,65.95,39.57,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0262,Cum for My Fat Part 2,$17.99,17.99,16.99,17.99,1.0,Price spread,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,4,67.93,40.76,10.19,589,0.07,,,40.76,,,2024-12-11,high,mapped,0,0.0,0.0,0,0.0,0.0,4,67.93,40.76,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0268,SSBBW Rips Leggings and Fucks Pussy,$19.99,19.99,19.99,19.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,3,59.95,35.97,11.99,508,0.07,,,35.97,,,2025-03-02,high,mapped,0,0.0,0.0,0,0.0,0.0,3,59.95,35.97,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0265,Gaining for Daddy,$23.99,23.99,19.99,23.99,4.0,Price spread,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",Curvage,2,39.98,29.58,14.79,521,0.06,14.79,14.79,29.58,,,2025-02-17,high,mapped,0,0.0,0.0,2,39.98,29.58,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0249,Impregnation Fantasy Chat,$14.99,14.99,12.99,14.99,2.0,Price spread,"Clips4Sale, Curvage, ModelCentro","C4S, Curvage",Curvage,4,60.43,44.64,11.16,742,0.06,9.54,19.08,44.64,,,2024-07-11,high,mapped,0,0.0,0.0,4,60.43,44.64,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0250,Belly Worship to Keep Your Job,$15.99,15.99,15.99,15.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, ManyVids",4,63.95,42.76,10.69,735,0.06,,,42.76,,,2024-07-18,high,mapped,0,0.0,0.0,2,31.98,23.58,2,31.97,19.18,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0274,Work Meeting Masturbation,$21.99,21.99,21.99,21.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,2,43.97,26.38,13.19,456,0.06,,,26.38,,,2025-04-23,high,mapped,0,0.0,0.0,0,0.0,0.0,2,43.97,26.38,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0225,Magical Belly Growth and Riding POV,$22.99,22.99,22.99,22.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,3,68.95,41.37,13.79,844,0.05,13.79,13.79,41.37,,,2024-03-31,high,mapped,0,0.0,0.0,0,0.0,0.0,3,68.95,41.37,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0213,Room Service Stuffing,$26.99,26.99,17.99,26.99,9.0,Price spread,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage","Curvage, OnlyFans",2,51.99,40.29,20.14,918,0.04,16.29,16.29,16.29,,,2024-01-17,high,mapped,0,0.0,0.0,1,21.99,16.29,0,0.0,0.0,1,30.0,24.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0228,Jiggling SSBBW Working Out in Lingerie,$16.99,16.99,12.99,16.99,4.0,Price spread,"Clips4Sale, Curvage, ManyVids","C4S, ManyVids, Curvage",Curvage,3,50.43,37.22,12.41,834,0.04,9.54,19.08,37.22,,,2024-04-10,high,mapped,0,0.0,0.0,3,50.43,37.22,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0218,Heavy Hanging Belly,$13.99,13.99,13.99,13.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,4,55.93,33.56,8.39,866,0.04,8.39,8.39,33.56,,,2024-03-09,high,mapped,0,0.0,0.0,0,0.0,0.0,4,55.93,33.56,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0192,Tight Clothes Make Growing SSBBW Horny,$15.99,15.99,13.99,15.99,2.0,Price spread,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids, MC Clipstore",ModelCentro,5,69.95,47.2,9.44,1088,0.04,,18.88,47.2,,,2023-07-31,high,mapped,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,5,69.95,47.2,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0222,Seducing You Into Impregnation,$16.99,16.99,16.99,16.99,0.0,Partial coverage,"Clips4Sale, ManyVids, ModelCentro","C4S, ManyVids",ManyVids,3,50.95,30.57,10.19,860,0.04,,,30.57,,,2024-03-15,high,mapped,0,0.0,0.0,0,0.0,0.0,3,50.95,30.57,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
Video 0275,Therapist Turns You Into a Feeder Part 2,$24.99,24.99,24.99,24.99,0.0,Mostly aligned,"Clips4Sale, Curvage, ManyVids, ModelCentro","C4S, ManyVids, Curvage",Curvage,1,24.99,18.54,18.54,452,0.04,,18.54,18.54,,,2025-04-27,high,mapped,0,0.0,0.0,1,24.99,18.54,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Observational pricing row. Primary price tier uses the highest captured listed price; Historical first-7/first-30 windows are not reconstructed from mixed-grain title snapshots yet.
