period_key,period_label,period_start,period_end,rank,canonical_content_id,canonical_title,content_group,platform_list,surface_list,sales,gross,net,avg_net,first_offered_date,first_offered_basis,first_offered_confidence,days_since_launch,sales_per_day,net_per_day,latest_date,mapping_status,source_rows,c4s_sales,c4s_gross,c4s_net,curvage_sales,curvage_gross,curvage_net,manyvids_sales,manyvids_gross,manyvids_net,onlyfans_sales,onlyfans_gross,onlyfans_net,modelcentro_sales,modelcentro_gross,modelcentro_net,coverage_note
latest_7,Latest 7 Days,2026-07-05,2026-07-11,1,Video 0291,Greedy SSBBW Devours Roommates Leftovers,Video,"Clips4Sale, Curvage, ManyVids","C4S title snapshot, Curvage Purchases per clips, ManyVids transaction",12,443.84,298.38,24.86,2026-06-27,master content release date,high,15,0.8,19.89,2026-07-11,mapped,8,4,147.93,88.76,6,221.94,165.24,2,73.97,44.38,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,12,Video 0254,SSBBW Smokes After Thanksgiving Stuffing,Video,Curvage,Curvage Purchases per clips,1,29.99,22.29,22.29,2024-11-29,master content release date,high,590,0.0,0.04,2026-07-06,mapped,1,0,0.0,0.0,1,29.99,22.29,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,13,Video 0286,Stuffed and Horny,Video,ManyVids,ManyVids transaction,1,36.98,22.19,22.19,2026-04-20,master content release date,high,83,0.01,0.27,2026-07-11,mapped,1,0,0.0,0.0,0,0.0,0.0,1,36.98,22.19,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,14,Video 0267,SSBBW Burps and Farts While Stuffing,Video,Clips4Sale,C4S title snapshot,1,34.98,20.99,20.99,2025-04-16,master content release date,high,452,0.0,0.05,2026-07-11,mapped,1,1,34.98,20.99,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,15,Video 0283,HR Fatty Makes You Her Feeder POV,Video,"Clips4Sale, Curvage","C4S title snapshot, Curvage Purchases per clips",2,31.97,20.78,10.39,2026-03-04,master content release date,high,130,0.02,0.16,2026-07-11,mapped,2,1,19.98,11.99,1,11.99,8.79,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,16,Video 0207,SSBBW Gets Stuck in the Doorway,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",2,33.96,20.38,10.19,2023-12-17,master content release date,high,938,0.0,0.02,2026-07-11,mapped,2,1,16.98,10.19,0,0.0,0.0,1,16.98,10.19,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,17,Video 0250,Soda Chug and Burping,Video,Curvage,Curvage Purchases per clips,1,24.99,18.54,18.54,2024-10-30,master content release date,high,620,0.0,0.03,2026-07-06,mapped,1,0,0.0,0.0,1,24.99,18.54,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,18,Video 0269,Therapist Turns You Into a Feeder Part 2,Video,Curvage,Curvage Purchases per clips,1,24.99,18.54,18.54,2025-04-27,master content release date,high,441,0.0,0.04,2026-07-06,mapped,1,0,0.0,0.0,1,24.99,18.54,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,19,Video 0278,Therapist Turns You Into a Feeder Part 3,Video,ManyVids,ManyVids transaction,1,29.98,17.99,17.99,2025-11-19,master content release date,high,235,0.0,0.08,2026-07-10,mapped,1,0,0.0,0.0,0,0.0,0.0,1,29.98,17.99,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,20,Video 0235,Your Therapist Turns You Into a Feeder Part 1,Video,ManyVids,ManyVids transaction,1,24.98,14.99,14.99,2024-05-16,master content release date,high,787,0.0,0.02,2026-07-06,mapped,1,0,0.0,0.0,0,0.0,0.0,1,24.98,14.99,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,21,Video 0256,Mutual Gaining Fantasy,Video,Clips4Sale,C4S title snapshot,1,24.98,14.99,14.99,2024-12-05,master content release date,high,584,0.0,0.03,2026-07-11,mapped,1,1,24.98,14.99,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,22,Video 0248,SSBBW Girlfriend Grows into 14-foot Giantess,Video,Clips4Sale,C4S title snapshot,1,21.98,13.19,13.19,2024-10-25,master content release date,high,625,0.0,0.02,2026-07-11,mapped,1,1,21.98,13.19,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,23,Video 0109,Come Back to Bed POV,Video,ManyVids,ManyVids transaction,2,21.97,13.18,6.59,2020-10-11,master content release date,high,2100,0.0,0.01,2026-07-07,mapped,2,0,0.0,0.0,0,0.0,0.0,2,21.97,13.18,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,24,Video 0270,Neighbor Gets Bred,Video,Clips4Sale,C4S title snapshot,1,20.98,12.59,12.59,2025-06-10,master content release date,high,397,0.0,0.03,2026-07-11,mapped,1,1,20.98,12.59,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,25,Video 0233,Your Fave Hookup Got Fat,Video,Curvage,Curvage Purchases per clips,1,16.99,12.54,12.54,2024-05-10,master content release date,high,793,0.0,0.02,2026-07-06,mapped,1,0,0.0,0.0,1,16.99,12.54,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,26,Video 0096,Fattened Up For Master,Video,ManyVids,ManyVids transaction,1,19.98,11.99,11.99,2020-07-21,master content release date,high,2182,0.0,0.01,2026-07-06,mapped,1,0,0.0,0.0,0,0.0,0.0,1,19.98,11.99,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,27,Video 0276,Hungry Girlfriend Ignores You,Video,Curvage,Curvage Purchases per clips,1,15.99,11.79,11.79,2025-10-18,master content release date,high,267,0.0,0.04,2026-07-06,mapped,1,0,0.0,0.0,1,15.99,11.79,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,28,Video 0146,Feedee BBW Wants to Stop Gaining POV,Video,ManyVids,ManyVids transaction,1,15.98,9.59,9.59,2021-09-23,master content release date,high,1753,0.0,0.01,2026-07-06,mapped,1,0,0.0,0.0,0,0.0,0.0,1,15.98,9.59,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,29,exact-title:messy-piggy-stuffs-chocolate-cake,Messy piggy stuffs chocolate cake!,Video,Curvage,Curvage Purchases per clips,1,12.99,9.54,9.54,2026-07-06,sale date,low,6,0.17,1.59,2026-07-06,auto exact-title,1,0,0.0,0.0,1,12.99,9.54,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,30,Video 0191,Tight Clothes Make Growing SSBBW Horny,Video,ModelCentro,ModelCentro transaction,1,13.99,9.44,9.44,2023-07-31,master content release date,high,1077,0.0,0.01,2026-07-06,mapped,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,13.99,9.44,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,31,Video 0077,BBW Twerks and Fucks With Toy,Video,ModelCentro,ModelCentro transaction,1,12.99,8.76,8.76,2020-04-01,master content release date,high,2293,0.0,0.0,2026-07-06,mapped,1,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,12.99,8.76,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,32,Video 0188,SSBBW Solo POV BJ and Fuck,Video,ManyVids,ManyVids transaction,1,13.98,8.39,8.39,2023-07-21,master content release date,high,1087,0.0,0.01,2026-07-06,mapped,1,0,0.0,0.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,33,Video 0249,SSBBW Ex Wants to Get Pregnant,Video,ManyVids,ManyVids transaction,1,13.98,8.39,8.39,2024-10-27,master content release date,high,623,0.0,0.01,2026-07-11,mapped,1,0,0.0,0.0,0,0.0,0.0,1,13.98,8.39,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,34,Video 0162,POV Morning Sex,Video,ManyVids,ManyVids transaction,1,12.98,7.79,7.79,2022-03-29,master content release date,high,1566,0.0,0.0,2026-07-08,mapped,1,0,0.0,0.0,0,0.0,0.0,1,12.98,7.79,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,35,Video 0153,Fat Party Girl Gets the Wrong Room,Video,ManyVids,ManyVids transaction,1,11.98,7.19,7.19,2021-11-14,master content release date,high,1701,0.0,0.0,2026-07-06,mapped,1,0,0.0,0.0,0,0.0,0.0,1,11.98,7.19,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,36,Video 0123,Getting Naughty at the Airbnb,Video,ManyVids,ManyVids transaction,1,11.98,7.19,7.19,2021-02-19,master content release date,high,1969,0.0,0.0,2026-07-06,mapped,1,0,0.0,0.0,0,0.0,0.0,1,11.98,7.19,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,37,Video 0183,Hot Fatty Stuffs a Dozen Ice Cream Sandwiches,Video,Curvage,Curvage Purchases per clips,1,8.99,6.54,6.54,2023-06-07,master content release date,high,1131,0.0,0.01,2026-07-06,mapped,1,0,0.0,0.0,1,8.99,6.54,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,38,Video 0116,Red Satin Shorts Fat Booty Worship,Video,Clips4Sale,C4S title snapshot,1,6.98,4.19,4.19,2020-11-29,master content release date,high,2051,0.0,0.0,2026-07-11,mapped,1,1,6.98,4.19,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
latest_7,Latest 7 Days,2026-07-05,2026-07-11,39,Video 0062,50 Wing Binge,Video,ManyVids,ManyVids transaction,1,4.98,2.99,2.99,2019-11-19,master content release date,high,2427,0.0,0.0,2026-07-11,mapped,1,0,0.0,0.0,0,0.0,0.0,1,4.98,2.99,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,1,Video 0291,Greedy SSBBW Devours Roommates Leftovers,Video,"Clips4Sale, Curvage, ManyVids","C4S title snapshot, Curvage Purchases per clips, ManyVids transaction",31,1146.6,784.19,25.3,2026-06-27,master content release date,high,15,2.07,52.28,2026-07-11,mapped,13,10,369.83,221.9,18,665.82,495.72,3,110.95,66.57,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,2,Video 0289,Best Friend's Mom Teases You,Video,"Clips4Sale, Curvage, ManyVids","C4S title snapshot, Curvage Purchases per clips, ManyVids transaction",21,539.69,340.59,16.22,2026-05-21,master content release date,high,52,0.4,6.55,2026-07-11,mapped,8,13,363.78,218.27,6,119.94,88.74,2,55.97,33.58,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,3,Video 0290,Fucking Your Stuffed SSBBW Girlfriend POV,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",12,251.8,151.08,12.59,2026-06-11,master content release date,high,31,0.39,4.87,2026-07-11,mapped,4,9,188.85,113.31,0,0.0,0.0,3,62.95,37.77,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,4,Video 0267,SSBBW Burps and Farts While Stuffing,Video,"Clips4Sale, Curvage","C4S title snapshot, Curvage Purchases per clips",3,104.96,68.02,22.67,2025-04-16,master content release date,high,452,0.01,0.15,2026-07-11,mapped,2,2,69.97,41.98,1,34.99,26.04,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,5,Video 0284,Stuffed Girlfriend Gets Gassy,Video,"Clips4Sale, Curvage","C4S title snapshot, Curvage Purchases per clips",5,99.93,65.55,13.11,2026-03-11,master content release date,high,123,0.04,0.53,2026-07-11,mapped,3,3,59.95,35.97,2,39.98,29.58,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,6,Video 0285,Exercise After Gaining,Video,"Clips4Sale, Curvage","C4S title snapshot, Curvage Purchases per clips",3,83.96,58.37,19.46,2026-04-06,master content release date,high,97,0.03,0.6,2026-07-11,mapped,3,1,27.98,16.79,2,55.98,41.58,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,7,Video 0243,Hotel Concierge Fucking POV,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",5,89.92,53.95,10.79,2024-07-10,master content release date,high,732,0.01,0.07,2026-07-11,mapped,3,3,53.95,32.37,0,0.0,0.0,2,35.97,21.58,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,8,Video 0261,Wife Wants to Stop Gaining the Reboot,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",4,87.94,52.76,13.19,2025-02-20,master content release date,high,507,0.01,0.1,2026-07-11,mapped,3,2,43.97,26.38,0,0.0,0.0,2,43.97,26.38,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,9,Video 0288,Gaining SSBBW Wants to Reach 600lbs,Video,"Clips4Sale, Curvage","C4S title snapshot, Curvage Purchases per clips",4,79.94,50.76,12.69,2026-05-04,master content release date,high,69,0.06,0.74,2026-07-11,mapped,2,3,59.95,35.97,1,19.99,14.79,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,10,Video 0283,HR Fatty Makes You Her Feeder POV,Video,"Clips4Sale, Curvage","C4S title snapshot, Curvage Purchases per clips",4,63.95,41.56,10.39,2026-03-04,master content release date,high,130,0.03,0.32,2026-07-11,mapped,3,2,39.97,23.98,2,23.98,17.58,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,11,Video 0254,SSBBW Smokes After Thanksgiving Stuffing,Video,"Clips4Sale, Curvage","C4S title snapshot, Curvage Purchases per clips",2,59.97,40.28,20.14,2024-11-29,master content release date,high,590,0.0,0.07,2026-07-11,mapped,2,1,29.98,17.99,1,29.99,22.29,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,12,Video 0278,Therapist Turns You Into a Feeder Part 3,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",2,59.96,35.98,17.99,2025-11-19,master content release date,high,235,0.01,0.15,2026-07-11,mapped,2,1,29.98,17.99,0,0.0,0.0,1,29.98,17.99,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,13,Video 0271,Co-workers' Revenge: Cake Stuffing and Rapid Growth,Video,"Clips4Sale, ManyVids","C4S title snapshot, ManyVids transaction",2,55.96,33.58,16.79,2025-07-21,master content release date,high,356,0.01,0.09,2026-07-11,mapped,2,1,27.98,16.79,0,0.0,0.0,1,27.98,16.79,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,14,Video 0282,Diet Pills Gone Wrong,Video,"Clips4Sale, Curvage","C4S title snapshot, Curvage Purchases per clips",3,44.96,29.02,9.67,2026-02-22,master content release date,high,140,0.02,0.21,2026-07-11,mapped,2,2,29.97,17.98,1,14.99,11.04,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,15,Video 0248,SSBBW Girlfriend Grows into 14-foot Giantess,Video,Clips4Sale,C4S title snapshot,2,43.97,26.38,13.19,2024-10-25,master content release date,high,625,0.0,0.04,2026-07-11,mapped,1,2,43.97,26.38,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,16,Video 0280,Ex GF Got Fat - Holiday Hookup,Video,"Clips4Sale, Curvage","C4S title snapshot, Curvage Purchases per clips",2,38.97,25.73,12.86,2025-12-26,master content release date,high,198,0.01,0.13,2026-07-11,mapped,2,1,21.98,13.19,1,16.99,12.54,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,17,Video 0279,Greedy SSBBW Stuffs Whole Thanksgiving Dinner,Video,Curvage,Curvage Purchases per clips,1,31.99,23.79,23.79,2025-12-01,master content release date,high,223,0.0,0.11,2026-07-05,mapped,1,0,0.0,0.0,1,31.99,23.79,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
mtd,Jul MTD,2026-07-01,2026-07-11,18,Video 0187,Fat Girl Walks in Sexy Black Bodystocking,Video,Clips4Sale,C4S title snapshot,2,37.97,22.78,11.39,2023-07-07,master content release date,high,1101,0.0,0.02,2026-07-11,mapped,1,2,37.97,22.78,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,Ranks reviewed mapped videos and exact-title auto matches with sales/detail rows inside this period; platform totals remain canonical.
